capital = 361
	oob = "USA_1939"
	set_technology = {
		fighter1 = 1
		cv_fighter1 = 1
		heavy_fighter1 = 1
		tactical_bomber1 = 1
		CAS2 = 1
		strategic_bomber1 = 1
		basic_light_tank = 1
		interwar_artillery = 1
		interwar_antitank = 1
		interwar_antiair = 1
		infantry_weapons2 = 1
		support_weapons = 1
		support_weapons2 = 1
		marines = 1
		improved_submarine = 1
		basic_destroyer = 1
		basic_heavy_cruiser = 1
		basic_battlecruiser = 1

		#doctrines
		#Air
		air_superiority = 1
		infrastructure_destruction = 1
		naval_strike_tactics = 1

		sup_delay = 1
		submarine_operations_bs = 1
		carrier_primacy = 1

		#electronics
		electronic_mechanical_engineering = 1
		radio = 1
		radio_detection = 1
		mechanical_computing = 1
		computing_machine = 1
		basic_encryption = 1
		basic_decryption = 1

		#industry
		basic_machine_tools = 1
		improved_machine_tools = 1
		advanced_machine_tools = 1
		synth_oil_experiments = 1
		oil_plant = 1
		improved_oil_plant = 1
		construction1 = 1
		construction2 = 1
		construction3 = 1
		dispersed_industry = 1
		dispersed_industry2 = 1
		dispersed_industry3 = 1
	}
}




set_convoys = 400
set_national_unity = 0.6

set_politics = {

	parties = {
		democratic = { 
			popularity = 99
		}

		fascism = {
			popularity = 0
		}
		
		communism = {
			popularity = 1
			#banned = no #default is no
		}
	}
	
	ruling_party = democratic
	last_election = "1932.11.8"
	election_frequency = 48
	elections_allowed = yes
}

add_ideas = {
	undisturbed_isolation
	great_depression
	disarmed_nation
	free_trade
	home_of_the_free
}


# DIPLOMACY
puppet = PHI

1939.1.1 = {
	set_national_unity = 0.7

	set_politics = {

		parties = {
			democratic = { 
				popularity = 99
			}

			fascism = {
				popularity = 0
			}
			
			communism = {
				popularity = 1
				#banned = no #default is no
			}
		}
		
		ruling_party = democratic
		last_election = "1936.11.3"
		election_frequency = 48
		elections_allowed = yes
	}
}

create_country_leader = {
	name = "富兰克林·德拉诺·罗斯福"
	desc = "POLITICS_FRANKLIN_DELANO_ROOSEVELT_DESC"
	picture = "Portrait_USA_Franklin_Roosevelt.dds"
	expire = "1947.1.1"
	ideology = liberalism
	traits = {
		dislikes_germany
	}
}

create_country_leader = {
	name = "杜德利·佩利"
	desc = "POLITICS_WILLIAM_DUDLEY_PELLEY_DESC"
	picture = "Portrait_USA_William_Dudley_Pelley.dds"
	expire = "1965.1.1"
	ideology = fascism_ideology
	traits = {
		
	}
}

create_country_leader = {
	name = "厄尔·白劳德"
	desc = "POLITICS_EARL_BROWDER_DESC"
	picture = "Portrait_USA_Generic_1.dds"
	expire = "1965.1.1"
	ideology = marxism
	traits = {
		
	}
}

create_corps_commander = {
	name = "乔治·巴顿"
		picture = "Portrait_USA_George_S_Patton.dds"
	traits = {  trickster panzer_leader }
	skill = 5

}

create_corps_commander = {
	name = "奥马尔·布雷德利"
		picture = "Portrait_USA_Omar_Bradley.dds"
	traits = {  trait_engineer  }
	skill = 5

}

create_field_marshal = {
	name = "德怀特·艾森豪威尔"
		picture = "Portrait_USA_Dwight_D_Eisenhower.dds"
	traits = { logistics_wizard offensive_doctrine }
	skill = 5

}

create_corps_commander = {
	name = "杰佛瑞‧柯斯"
		picture = "Portrait_USA_Geoffrey_Keyes.dds"
	traits = { panzer_leader }
	skill = 2

}

create_corps_commander = {
	name = "卢西恩·特拉斯科特"
		picture = "Portrait_USA_Lucian_Truscott.dds"
	traits = { trait_engineer  }
	skill = 3

}

create_corps_commander = {
	name = "马克·克拉克"
		picture = "Portrait_USA_Mark_W_Clark.dds"
	traits = {  }
	skill = 4

}

create_field_marshal = {
	name = "道格拉斯·麦克阿瑟"
	id = 57
		picture = "Portrait_USA_Douglas_MacArthur.dds"
	traits = { defensive_doctrine offensive_doctrine  }
	skill = 4

}

create_corps_commander = {
	name = "沃尔特·克鲁格"
		picture = "Portrait_USA_Walter_Krueger.dds"
	traits = {  }
	skill = 3

}

create_corps_commander = {
	name = "劳埃德·弗雷登道尔"
		picture = "Portrait_USA_Lloyd_Fredendall.dds"
	traits = {  }
	skill = 2

}

create_corps_commander = {
	name = "莱斯利·麦克奈尔"
		picture = "Portrait_USA_Lesley_McNair.dds"
	traits = {  old_guard }
	skill = 2

}

create_corps_commander = {
	name = "温赖特"
		picture = "Portrait_USA_Jonathan_Wainwright.dds"
	traits = {  }
	skill = 1
}

create_corps_commander = {
	name = "罗素·哈特尔"
		picture = "Portrait_USA_Russell_P_Hartle.dds"
	traits = {  }
	skill = 1
	rank = 1
}

create_corps_commander = {
	name = "伦纳德·杰罗"
	picture = "Portrait_USA_Leonard_T_Gerow.dds"
	traits = {  }
	skill = 3
}

create_corps_commander = {
	name = "爱德华·布鲁克斯"
		picture = "Portrait_USA_Edward_Brooks.dds"
	traits = { panzer_leader }
	skill = 2
}

create_corps_commander = {
	name = "克拉伦斯·许布纳"
		picture = "Portrait_USA_Clarence_Huebner.dds"
	traits = {  }
	skill = 2
}

create_corps_commander = {
	name = "亚历山大·帕奇"
		picture = "Portrait_USA_Alexander_Patch.dds"
	traits = {  commando }
	skill = 3

}

create_corps_commander = {
	name = "威廉·辛普森"
		picture = "Portrait_USA_William_Hood_Simpson.dds"
	traits = {  }
	skill = 3
	
}

create_corps_commander = {
	name = "劳顿·柯林斯"
		picture = "Portrait_USA_Lawton_Collins.dds"
	traits = {  trickster }
	skill = 3
	
}

create_corps_commander = {
	name = "考特尼·霍奇斯"
		picture = "Portrait_USA_Cortney_Hodges.dds"
	traits = {  panzer_leader }
	skill = 4

}

create_corps_commander = {
	name = "约瑟夫·史迪威"
		picture = "Portrait_USA_Joseph_Stilwell.dds"
	traits = {  }
	skill = 1 
}

create_corps_commander = {
	name = "奥斯卡·格里斯沃尔德"
		picture = "Portrait_USA_Oscar_Griswold.dds"
	traits = {   }
	skill = 2
}

create_corps_commander = {
	name = "莫里斯·罗斯"
		picture = "Portrait_USA_Maurice_Rose.dds"
	traits = { panzer_leader  }
	skill = 3
}

create_navy_leader = {
	name = "欧内斯特·金"
		picture = "Portrait_USA_Earnest_King.dds"
	traits = { blockade_runner superior_tactician }
	skill = 5
}

create_navy_leader = {
	name = "切斯特·尼米兹"
		picture = "Portrait_USA_Chester_W_Nimitz.dds"
	traits = { superior_tactician spotter }
	skill = 5
}

create_navy_leader = {
	name = "小威廉·海尔赛"
		picture = "Portrait_USA_William_Halsey_Jr.dds"
	traits = { superior_tactician spotter }
	skill = 4
}

create_navy_leader = {
	name = "法兰克·杰克·弗莱彻"
		picture = "Portrait_USA_Frank_Jack_Fletcher.dds"
	traits = { superior_tactician spotter }
	skill = 3
}

create_navy_leader = {
	name = "雷蒙德·斯普鲁恩斯"
		picture = "Portrait_USA_Raymond_A_Spruance.dds"
	traits = { superior_tactician }
	skill = 4
}

create_navy_leader = {
	name = "哈罗德·斯塔克"
		picture = "Portrait_USA_Harold_Rainsford_Stark.dds"
	traits = { blockade_runner spotter }
	skill = 2
}

create_navy_leader = {
	name = "阿利·伯克"
		picture = "Portrait_USA_Arleigh_Burke.dds"
	traits = { old_guard_navy superior_tactician }
	skill = 4
}

create_navy_leader = {
	name = "小查尔斯·库克"
		picture = "Portrait_USA_Charles_M_Cooke.dds"
	traits = {  }
	skill = 2
}

### Ship Variants ###

create_equipment_variant = {
	name = "Barracuda Class"
	type = submarine_1
	upgrades = {
		ship_reliability_upgrade = 1
		sub_engine_upgrade = 1
		sub_stealth_upgrade = 1
		sub_torpedo_upgrade = 1
	}
	obsolete = yes
}

create_equipment_variant = {
	name = "Farragut Class"
	type = destroyer_1
	upgrades = {
		ship_torpedo_upgrade = 3
		destroyer_engine_upgrade = 3
		ship_ASW_upgrade = 3
		ship_anti_air_upgrade = 3
	}
}

create_equipment_variant = {
	name = "Portland Class"
	type = heavy_cruiser_1
	upgrades = {
		ship_reliability_upgrade = 2
		ship_engine_upgrade = 2
		ship_armor_upgrade = 2
		ship_gun_upgrade = 2
	}
}

create_equipment_variant = {
	name = "Pennsylvania Class"
	type = battleship_1
	upgrades = {
		ship_reliability_upgrade = 1
		ship_engine_upgrade = 1
		ship_armor_upgrade = 1
		ship_gun_upgrade = 1
	}
	obsolete = yes
}

create_equipment_variant = {
	name = "New Mexico Class"
	type = battleship_1
	upgrades = {
		ship_reliability_upgrade = 2
		ship_engine_upgrade = 2
		ship_armor_upgrade = 2
		ship_gun_upgrade = 2
	}
}

create_equipment_variant = {
	name = "Yorktown Class"
	type = carrier_2
	upgrades = {
		ship_deckspace_upgrade = 1
		carrier_armor_upgrade = 1
		ship_engine_upgrade = 1
		ship_reliability_upgrade = 1
	}

}

1939.1.1 = {
	
	create_equipment_variant = {
		name = "Salmon Class"
		type = submarine_2
		upgrades = {
			ship_reliability_upgrade = 1
			sub_engine_upgrade = 1
			sub_stealth_upgrade = 1
			sub_torpedo_upgrade = 1
		}
	}

	create_equipment_variant = {
		name = "Benson & Gleaves Class"
		type = destroyer_2
		upgrades = {
			ship_torpedo_upgrade = 3
			ship_engine_upgrade = 3
			ship_ASW_upgrade = 3
			ship_anti_air_upgrade = 3
		}
	}

	create_equipment_variant = {
		name = "Wasp Class"
		type = carrier_2
		upgrades = {
			ship_deckspace_upgrade = 2
			carrier_armor_upgrade = 2
			ship_engine_upgrade = 2
			ship_reliability_upgrade = 2
		}
	}

	# 1941
	#create_equipment_variant = {
	#	name = "South Dakota Class"
	#	type = battleship_2
	#	upgrades = {
	#		ship_reliability_upgrade = 3
	#		ship_engine_upgrade = 3
	#		ship_armor_upgrade = 3
	#		ship_gun_upgrade = 3
	#	}
	#}
}
